loss,params,stats,iteration,train_time
0.06238227259988586,"{'actv': 'relu', 'batch_size': 40, 'drop_enabled': False, 'epochs': 100, 'loss': 'mae', 'lr': 0.03643245997457931, 'optimizer': 'adam', 'overcomplete': False, 'shuffle': True, 'drop_factor': 0.1, 'nl_o': 3, 'nnl_o': 10, 'nl_u': 6, 'nnl_u': 2}","{'precision_N': 0.9380022962112514, 'recall_N': 1.0, 'fscore_N': 0.9680094786729857, 'precision_A': 1.0, 'recall_A': 0.05263157894736842, 'precision_W': 0.9420456247192133, 'recall_W': 0.9382151029748284, 'fscore_W': 0.9114001648464867, 'err_threshold': 1.0, 'n_perc': 88}",24,79.91575590000002
0.048779189741055586,"{'actv': 'relu', 'batch_size': 40, 'drop_enabled': False, 'epochs': 100, 'loss': 'mae', 'lr': 0.041024243488942555, 'optimizer': 'adam', 'overcomplete': False, 'shuffle': True, 'drop_factor': 0.1, 'nl_o': 3, 'nnl_o': 10, 'nl_u': 2, 'nnl_u': 3}","{'precision_N': 0.9413472706155633, 'recall_N': 1.0, 'fscore_N': 0.9697876159138499, 'precision_A': 1.0, 'recall_A': 0.06481481481481481, 'precision_W': 0.9450109460195651, 'recall_W': 0.9415847310584152, 'fscore_W': 0.9168152408810336, 'err_threshold': 1.0, 'n_perc': 89}",25,58.24641940000038
0.05664077287279262,"{'actv': 'relu', 'batch_size': 56, 'drop_enabled': False, 'epochs': 100, 'loss': 'mae', 'lr': 0.01755574731487857, 'optimizer': 'adam', 'overcomplete': False, 'shuffle': True, 'drop_factor': 0.1, 'nl_o': 3, 'nnl_o': 10, 'nl_u': 6, 'nnl_u': 3}","{'precision_N': 0.9397101449275362, 'recall_N': 1.0, 'fscore_N': 0.9689181111775254, 'precision_A': 1.0, 'recall_A': 0.028037383177570093, 'precision_W': 0.943443370907139, 'recall_W': 0.9398148148148148, 'fscore_W': 0.9122989709809792, 'err_threshold': 1.0, 'n_perc': 93}",26,66.26627389999976
0.10288975484321772,"{'actv': 'relu', 'batch_size': 40, 'drop_enabled': False, 'epochs': 100, 'loss': 'mae', 'lr': 0.051019143012459744, 'optimizer': 'adam', 'overcomplete': False, 'shuffle': True, 'drop_factor': 0.1, 'nl_o': 3, 'nnl_o': 10, 'nl_u': 10, 'nnl_u': 7}","{'precision_N': 0.9407665505226481, 'recall_N': 1.0, 'fscore_N': 0.9694793536804309, 'precision_A': 0.0, 'recall_A': 0.0, 'precision_W': 0.8850417025822822, 'recall_W': 0.9407665505226481, 'fscore_W': 0.9120537473648653, 'err_threshold': 1.0, 'n_perc': 85}",27,61.545122399999855
0.05178344657733327,"{'actv': 'relu', 'batch_size': 24, 'drop_enabled': False, 'epochs': 100, 'loss': 'mae', 'lr': 0.03351124817561982, 'optimizer': 'adam', 'overcomplete': False, 'shuffle': True, 'drop_factor': 0.1, 'nl_o': 3, 'nnl_o': 10, 'nl_u': 4, 'nnl_u': 3}","{'precision_N': 0.9401330376940134, 'recall_N': 1.0, 'fscore_N': 0.9691428571428572, 'precision_A': 1.0, 'recall_A': 0.01818181818181818, 'precision_W': 0.9437794196727832, 'recall_W': 0.9401993355481728, 'fscore_W': 0.9122895111532985, 'err_threshold': 1.0, 'n_perc': 85}",28,105.28104880000001
0.07213389943903825,"{'actv': 'relu', 'batch_size': 48, 'drop_enabled': False, 'epochs': 100, 'loss': 'mae', 'lr': 0.020324997710757277, 'optimizer': 'adam', 'overcomplete': False, 'shuffle': True, 'drop_factor': 0.1, 'nl_o': 3, 'nnl_o': 10, 'nl_u': 3, 'nnl_u': 7}","{'precision_N': 0.9434389140271493, 'recall_N': 1.0, 'fscore_N': 0.9708963911525029, 'precision_A': 1.0, 'recall_A': 0.009900990099009901, 'precision_W': 0.9466682354987479, 'recall_W': 0.9434708875070661, 'fscore_W': 0.9165831388350694, 'err_threshold': 1.0, 'n_perc': 85}",29,51.069445100000394
0.044233995308349656,"{'actv': 'relu', 'batch_size': 40, 'drop_enabled': False, 'epochs': 100, 'loss': 'mae', 'lr': 0.18944218486245099, 'optimizer': 'adam', 'overcomplete': False, 'shuffle': True, 'drop_factor': 0.1, 'nl_o': 3, 'nnl_o': 10, 'nl_u': 2, 'nnl_u': 2}","{'precision_N': 0.9393063583815029, 'recall_N': 1.0, 'fscore_N': 0.9687034277198212, 'precision_A': 1.0, 'recall_A': 0.0625, 'precision_W': 0.9432198228957641, 'recall_W': 0.9395509499136442, 'fscore_W': 0.9138281753787822, 'err_threshold': 1.0, 'n_perc': 88}",30,61.42472570000018
0.08010622035515935,"{'actv': 'relu', 'batch_size': 56, 'drop_enabled': False, 'epochs': 100, 'loss': 'mae', 'lr': 0.03320622932842546, 'optimizer': 'adam', 'overcomplete': False, 'shuffle': True, 'drop_factor': 0.1, 'nl_o': 3, 'nnl_o': 10, 'nl_u': 5, 'nnl_u': 4}","{'precision_N': 0.9433856502242153, 'recall_N': 1.0, 'fscore_N': 0.9708681857513701, 'precision_A': 1.0, 'recall_A': 0.00980392156862745, 'precision_W': 0.9466207559256886, 'recall_W': 0.9434173669467787, 'fscore_W': 0.9164995737500434, 'err_threshold': 1.0, 'n_perc': 85}",31,56.0189378
0.07309973429549824,"{'actv': 'relu', 'batch_size': 24, 'drop_enabled': False, 'epochs': 100, 'loss': 'mae', 'lr': 0.04812279292260696, 'optimizer': 'adam', 'overcomplete': False, 'shuffle': True, 'drop_factor': 0.1, 'nl_o': 3, 'nnl_o': 10, 'nl_u': 7, 'nnl_u': 4}","{'precision_N': 0.9455072463768116, 'recall_N': 1.0, 'fscore_N': 0.9719904648390942, 'precision_A': 1.0, 'recall_A': 0.04081632653061224, 'precision_W': 0.9485959044769113, 'recall_W': 0.9456333140543667, 'fscore_W': 0.921343390782167, 'err_threshold': 1.0000000000000002, 'n_perc': 100}",32,134.84387259999994
0.09585722844680974,"{'actv': 'relu', 'batch_size': 48, 'drop_enabled': True, 'epochs': 100, 'loss': 'mae', 'lr': 0.013082783710686196, 'optimizer': 'adam', 'overcomplete': False, 'shuffle': True, 'drop_factor': 0.8, 'nl_o': 3, 'nnl_o': 10, 'nl_u': 2, 'nnl_u': 3}","{'precision_N': 0.9430563625798954, 'recall_N': 1.0, 'fscore_N': 0.9706937799043063, 'precision_A': 0.0, 'recall_A': 0.0, 'precision_W': 0.8893553030024232, 'recall_W': 0.9430563625798954, 'fscore_W': 0.9154189452554846, 'err_threshold': 1.0, 'n_perc': 92}",33,39.362509300000056
